value
1.15663697314199
1.15709955522075
1.15064649030301
1.15495012577214
1.15215542128606
1.17356440573022
1.17166510911148
1.19093737293622
1.17699220246962
1.17103096309119
1.16694551501841
1.17041204787712
1.16747905469519
1.16348059653305
1.16899866384449
1.16461518847909
1.17841593136182
1.18820745116849
1.19852066732978
1.20719393626928
1.19854114952214
1.18592957928454
1.17894214280074
1.18076491995858
1.20196163760368
1.18447110493603
1.1878363760915
1.18390654042022
1.18320784112455
1.1762600842293
1.18192251832095
1.17966186679437
1.17269195223472
1.1864267393387
1.18568123622417
1.17612897771029
